"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020","Ontario [35]","2016A000235","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44392061","16.1.10","1446.75","","","","2"
"2021","Ontario [35]","2016A000235","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44392061","16.1.10","1449.01","","","","2"
"2017","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44354940","16.1.11","14587","","","","0"
"2018","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44354940","16.1.11","12910","","","","0"
"2019","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44354940","16.1.11","11741","","","","0"
"2020","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44354940","16.1.11","8084","","","","0"
"2021","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44354940","16.1.11","7146","","","","0"
"2017","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44356946","16.1.12","1540.45","","","","2"
"2018","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44356946","16.1.12","1361.35","","","","2"
"2019","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44356946","16.1.12","1230.40","","","","2"
"2020","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44356946","16.1.12","839.73","","","","2"
"2021","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44356946","16.1.12","742.94","","","","2"
"2017","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53089474","16.1.13","19655","","","","0"
"2018","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53089474","16.1.13","16464","","","","0"
"2019","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53089474","16.1.13","14132","","","","0"
"2020","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53089474","16.1.13","8653","","","","0"
"2021","Ontario [35]","2016A000235","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53089474","16.1.13","7764","","","","0"
"2017","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53089475","16.1.14","2075.65","","","","2"
"2018","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53089475","16.1.14","1736.12","","","","2"
"2019","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53089475","16.1.14","1480.97","","","","2"
"2020","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53089475","16.1.14","898.84","","","","2"
"2021","Ontario [35]","2016A000235","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53089475","16.1.14","807.19","","","","2"
"2017","Manitoba [46]","2016A000246","Total, all violations [0]","Actual incidents","Number","223","units","0","v44388443","28.1.1","130250","","","","0"
"2018","Manitoba [46]","2016A000246","Total, all violations [0]","Actual incidents","Number","223","units","0","v44388443","28.1.1","135260","","","","0"
"2019","Manitoba [46]","2016A000246","Total, all violations [0]","Actual incidents","Number","223","units","0","v44388443","28.1.1","148783","","","","0"
"2020","Manitoba [46]","2016A000246","Total, all violations [0]","Actual incidents","Number","223","units","0","v44388443","28.1.1","140059","","","","0"
"2021","Manitoba [46]","2016A000246","Total, all violations [0]","Actual incidents","Number","223","units","0","v44388443","28.1.1","138443","","","","0"
"2017","Manitoba [46]","2016A000246","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44330590","28.1.2","9758.09","","","","2"
"2018","Manitoba [46]","2016A000246","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44330590","28.1.2","9998.34","","","","2"
"2019","Manitoba [46]","2016A000246","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44330590","28.1.2","10860.44","","","","2"
"2020","Manitoba [46]","2016A000246","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44330590","28.1.2","10144.44","","","","2"
"2021","Manitoba [46]","2016A000246","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44330590","28.1.2","10004.81","","","","2"
"2017","Manitoba [46]","2016A000246","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44411877","28.1.3","2.63","","","","2"
"2018","Manitoba [46]","2016A000246","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44411877","28.1.3","2.46","","","","2"
"2019","Manitoba [46]","2016A000246","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44411877","28.1.3","8.62","","","","2"
"2020","Manitoba [46]","2016A000246","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44411877","28.1.3","-6.59","","","","2"
"2021","Manitoba [46]","2016A000246","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44411877","28.1.3","-1.38","","","","2"
"2017","Manitoba [46]","2016A000246","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000165727","28.1.15","9407","","","","0"
"2018","Manitoba [46]","2016A000246","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000165727","28.1.15","8048","","","","0"
"2019","Manitoba [46]","2016A000246","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000165727","28.1.15","8457","","","","0"
"2020","Manitoba [46]","2016A000246","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000165727","28.1.15","8278","","","","0"
"2021","Manitoba [46]","2016A000246","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000165727","28.1.15","8291","","","","0"
"2017","Manitoba [46]","2016A000246","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000165728","28.1.16","6.74","","","","2"
"2018","Manitoba [46]","2016A000246","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000165728","28.1.16","5.62","","","","2"
"2019","Manitoba [46]","2016A000246","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000165728","28.1.16","5.38","","","","2"
"2020","Manitoba [46]","2016A000246","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000165728","28.1.16","5.58","","","","2"
"2021","Manitoba [46]","2016A000246","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000165728","28.1.16","5.65","","","","2"
"2017","Manitoba [46]","2016A000246","Total, all violations [0]","Total cleared","Number","223","units","0","v44363949","28.1.4","62972","","","","0"
"2018","Manitoba [46]","2016A000246","Total, all violations [0]","Total cleared","Number","223","units","0","v44363949","28.1.4","61994","","","","0"
"2019","Manitoba [46]","2016A000246","Total, all violations [0]","Total cleared","Number","223","units","0","v44363949","28.1.4","61262","","","","0"
"2020","Manitoba [46]","2016A000246","Total, all violations [0]","Total cleared","Number","223","units","0","v44363949","28.1.4","61547","","","","0"
"2021","Manitoba [46]","2016A000246","Total, all violations [0]","Total cleared","Number","223","units","0","v44363949","28.1.4","57643","","","","0"
"2017","Manitoba [46]","2016A000246","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44348868","28.1.5","36292","","","","0"
"2018","Manitoba [46]","2016A000246","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44348868","28.1.5","37147","","","","0"
"2019","Manitoba [46]","2016A000246","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44348868","28.1.5","38374","","","","0"
"2020","Manitoba [46]","2016A000246","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44348868","28.1.5","35033","","","","0"
"2021","Manitoba [46]","2016A000246","Total, all violations [0]","Cleared by charge","Number","223","units","0","v44348868","28.1.5","29871","","","","0"
"2017","Manitoba [46]","2016A000246","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44407913","28.1.6","26680","","","","0"
"2018","Manitoba [46]","2016A000246","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44407913","28.1.6","24847","","","","0"
"2019","Manitoba [46]","2016A000246","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44407913","28.1.6","22888","","","","0"
"2020","Manitoba [46]","2016A000246","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44407913","28.1.6","26514","","","","0"
"2021","Manitoba [46]","2016A000246","Total, all violations [0]","Cleared otherwise","Number","223","units","0","v44407913","28.1.6","27772","","","","0"
"2017","Manitoba [46]","2016A000246","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44367434","28.1.7","33669","","","","0"
"2018","Manitoba [46]","2016A000246","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44367434","28.1.7","33597","","","","0"
"2019","Manitoba [46]","2016A000246","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44367434","28.1.7","33666","","","","0"
"2020","Manitoba [46]","2016A000246","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44367434","28.1.7","30656","","","","0"
"2021","Manitoba [46]","2016A000246","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44367434","28.1.7","27770","","","","0"
"2017","Manitoba [46]","2016A000246","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44355024","28.1.8","2978.38","","","","2"
"2018","Manitoba [46]","2016A000246","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44355024","28.1.8","2933.00","","","","2"
"2019","Manitoba [46]","2016A000246","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44355024","28.1.8","2901.00","","","","2"
"2020","Manitoba [46]","2016A000246","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44355024","28.1.8","2618.85","","","","2"
"2021","Manitoba [46]","2016A000246","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44355024","28.1.8","2361.34","","","","2"
"2017","Manitoba [46]","2016A000246","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44407132","28.1.9","29857","","","","0"
